,times,batches
0,4.164677679538727,0.1
1,4.604129076004028,0.1090909090909091
2,5.047936975955963,0.1181818181818182
3,4.541555106639862,0.1272727272727273
4,4.841679334640503,0.13636363636363635
5,5.431636214256287,0.14545454545454545
6,4.684958755970001,0.15454545454545454
7,4.867862224578857,0.16363636363636364
8,4.5222471952438354,0.17272727272727273
9,7.166367769241333,0.18181818181818182
10,5.190920829772949,0.19090909090909092
11,5.809613108634949,0.2
12,5.733037650585175,0.2090909090909091
13,5.914983689785004,0.2181818181818182
14,5.061751663684845,0.22727272727272727
15,6.662185370922089,0.23636363636363636
16,9.908388137817383,0.24545454545454545
17,7.997344255447388,0.2545454545454545
18,7.271122694015503,0.26363636363636367
19,7.510407030582428,0.2727272727272727
20,12.406974256038666,0.28181818181818186
21,6.304795205593109,0.2909090909090909
22,9.597459733486176,0.3
23,8.681813836097717,0.3090909090909091
24,11.167246401309967,0.3181818181818182
25,9.134879469871521,0.32727272727272727
26,16.063267767429352,0.33636363636363636
27,9.595021665096283,0.34545454545454546
28,12.465753614902496,0.3545454545454545
29,10.855841517448425,0.36363636363636365
30,13.850128471851349,0.3727272727272727
31,15.350839376449585,0.38181818181818183
32,17.577162742614746,0.3909090909090909
33,32.53221523761749,0.4
34,24.444595098495483,0.40909090909090906
35,17.7402201294899,0.4181818181818182
36,27.018873393535614,0.42727272727272725
37,14.088528335094452,0.4363636363636364
38,20.60358238220215,0.44545454545454544
39,14.13004869222641,0.4545454545454546
40,12.367478668689728,0.4636363636363636
41,18.921504259109497,0.47272727272727266
42,18.036639869213104,0.4818181818181818
43,18.132293701171875,0.49090909090909085
44,25.00224608182907,0.5
45,18.71594649553299,0.509090909090909
46,20.197057962417603,0.5181818181818182
47,16.685276925563812,0.5272727272727272
48,13.686091721057892,0.5363636363636364
49,13.211987733840942,0.5454545454545454
50,18.395515620708466,0.5545454545454546
51,15.279431402683258,0.5636363636363636
52,9.811101198196411,0.5727272727272728
53,18.692907452583313,0.5818181818181818
54,32.89270752668381,0.5909090909090909
55,28.797363996505737,0.6
56,22.857143759727478,0.609090909090909
57,26.37159091234207,0.6181818181818182
58,48.80134832859039,0.6272727272727272
59,65.41428309679031,0.6363636363636364
60,88.73637348413467,0.6454545454545454
61,81.85822677612305,0.6545454545454545
62,71.13347601890564,0.6636363636363636
63,24.266503155231476,0.6727272727272727
64,67.34611642360687,0.6818181818181818
65,48.202387630939484,0.6909090909090908
66,44.04709416627884,0.7
67,52.13568317890167,0.709090909090909
68,105.86150854825974,0.7181818181818181
69,51.98596256971359,0.7272727272727272
70,68.20909017324448,0.7363636363636363
71,112.71944099664688,0.7454545454545454
72,76.17139995098114,0.7545454545454545
73,67.01095408201218,0.7636363636363636
74,87.12784218788147,0.7727272727272727
75,67.4783183336258,0.7818181818181817
76,76.93120276927948,0.7909090909090909
77,187.17776894569397,0.7999999999999999
78,34.27666783332825,0.8090909090909091
79,118.99548107385635,0.8181818181818181
80,103.35461670160294,0.8272727272727273
81,172.01866620779037,0.8363636363636363
82,165.83283513784409,0.8454545454545453
83,83.76623624563217,0.8545454545454545
84,180.28377431631088,0.8636363636363635
85,83.2387466430664,0.8727272727272727
86,330.52151507139206,0.8818181818181817
87,466.22301745414734,0.8909090909090909
