,etas,f1
0,0.00010000000000000014,0.8258161671621158
1,0.0001109745638939649,0.8258161671621158
2,0.0001231535383145568,0.8258161671621158
3,0.00013666910206456645,0.8258161671621158
4,0.0001516679399939502,0.8258161671621158
5,0.00016831283497524639,0.8258161671621158
6,0.00018678443459134824,0.8241924541317532
7,0.00020728321170955654,0.8241924541317532
8,0.00023003164022008407,0.823788917249669
9,0.00025527660955237274,0.8243917670852554
10,0.0002832921041740448,0.8243917670852554
11,0.00031438217715318257,0.823788917249669
12,0.000348884250056096,0.823788917249669
13,0.00038717277499448235,0.823788917249669
14,0.0004296632985662882,0.823044677948109
15,0.0004768169717963624,0.823044677948109
16,0.0005291455550234221,0.823044677948109
17,0.000587216972051542,0.823044677948109
18,0.0006516614738455436,0.8224509620835583
19,0.0007231784786650758,0.8224509620835583
20,0.0008025441628735768,0.8224509620835583
21,0.0008906198848054228,0.8224509620835583
22,0.0009883615331157491,0.8224509620835583
23,0.0010968299010709066,0.8224509620835583
24,0.0012172021993720435,0.8224509620835583
25,0.001350784832460874,0.8220371601173564
26,0.0014990275769692786,0.8206976143980788
27,0.0016635393161919237,0.8224802349886667
28,0.0018461055013486306,0.8238313351610793
29,0.002048707529144134,0.8242536947773937
30,0.0022735442459305257,0.8254211482061538
31,0.0025230558118577305,0.8252637957874948
32,0.002799950184010451,0.8262738967975958
33,0.003107232505953861,0.8263053453621707
34,0.0034482377226538095,0.8267359523875895
35,0.0038266667747422468,0.8275135292411158
36,0.004246626764945458,0.8276865038861864
37,0.004712675532602611,0.8279358261913575
38,0.005229871120043327,0.8286746533677978
39,0.0058038266676844925,0.8273460250535111
40,0.006440771333624492,0.8304188818446996
41,0.007147617898897284,0.8304116953722321
42,0.007932037792108227,0.8289124585743786
43,0.008802544347696575,0.8302457919077117
44,0.009768585201429127,0.8300661780774468
45,0.010840644825896351,0.8310034372077082
46,0.012030358318832141,0.8298060116726086
47,0.013350637679205279,0.8308745931586474
48,0.014815811941561395,0.8332804447353663
49,0.016441782689497725,0.8340192701414761
50,0.018246196636063486,0.833198896566041
51,0.02024863714410672,0.8334656951143948
52,0.02247083676514381,0.8357617597652769
53,0.02493691310344304,0.8385796530771052
54,0.027673630565162866,0.8406152896667665
55,0.03071069083331645,0.8414921756933879
56,0.03408105522109674,0.8392956631096787
57,0.03782130240207341,0.8427214855191458
58,0.041972025399718615,0.8435170625690691
59,0.046578272144801855,0.8433916337553994
60,0.05169003438203796,0.8453855145930789
61,0.057362790232107067,0.8460567067559175
62,0.06365810629749062,0.8510459661288745
63,0.07064430584679679,0.8533684131975408
64,0.07839721032940139,0.8532085657697458
65,0.08700096226808747,0.8552796287932372
66,0.09654893846056298,0.8595924357858449
67,0.10714476340086217,0.8638375748199536
68,0.11890343391932715,0.869107193349915
69,0.13195256724692198,0.8700356183665876
70,0.14643378604916224,0.8766988700343493
71,0.1625042554614793,0.8780443843033335
72,0.18033838880751107,0.8831350865348723
73,0.20012974051253796,0.8880073263503618
74,0.22209310675591248,0.8925891246290318
75,0.24646685666093143,0.8997616868198627
76,0.27351551932263185,0.9118477068294315
77,0.30353265475060387,0.9166177840268764
78,0.33684403988525635,0.9267991282706884
79,0.37381120426547587,0.9279778750302627
80,0.41483535372038965,0.9385698029724914
81,0.4603617246691893,0.9481583007295409
82,0.5108844162863675,0.9471893216248344
83,0.5669517529760238,0.9569952880813053
84,0.6291722353543308,0.9593966047887855
85,0.698221144326378,0.9667055619193581
86,0.7748478699316482,0.9691137458602153
87,0.8598840444983233,0.9683044903976157
88,0.9542525683758001,0.9720678619911991
89,1.0589776262020019,0.9715849958314318
90,1.175195802412332,0.9729863122553987
91,1.304168416627265,0.9741100980096213
92,1.447295212794935,0.9745154889997636
93,1.6061295506574083,0.9740083482750983
94,1.7823952644141545,0.9739841040269859
95,1.9780053715502879,0.8822150095953175
96,2.195082834877129,0.6984590410471615
97,2.4359836031161723,0.614583715691073
98,2.703322180086666,0.439300338870747
99,3.0,0.3132252173510464
